access,author,category,consortium,id,MRB-filename,LDHub-filename,mr,ncase,ncontrol,note,nsnp,path,pmid,population,priority,sample_size,sd,sex,subcategory,trait,unit,year
public,Shin,Metabolites,NA,391,M16818.metal.pos.txt.gz.tab,M16818.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545543,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7490,0.18351488,Males and females,Unknown metabolite,X-04495,log10 units,2014
public,Shin,Metabolites,NA,392,M16821.metal.pos.txt.gz.tab,M16821.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545878,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7160,0.150405399,Males and females,Unknown metabolite,X-04498,log10 units,2014
public,Shin,Metabolites,NA,393,M16822.metal.pos.txt.gz.tab,M16822.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545613,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6948,0.137585165,Males and females,Amino acid,"X-04499--3,4-dihydroxybutyrate",log10 units,2014
public,Shin,Metabolites,NA,394,M16823.metal.pos.txt.gz.tab,M16823.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544484,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,3647,0.420830097,Males and females,Unknown metabolite,X-04500,log10 units,2014
public,Shin,Metabolites,NA,395,M17805.metal.pos.txt.gz.tab,M17805.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545669,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7800,0.190098108,Males and females,Fatty acid,Dihomo-linoleate (20:2n6),log10 units,2014
public,Shin,Metabolites,NA,396,M17807.metal.pos.txt.gz.tab,M17807.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545942,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7663,0.310129967,Males and females,Unknown metabolite,X-18601,log10 units,2014
public,Shin,Metabolites,NA,397,M17945.metal.pos.txt.gz.tab,M17945.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545671,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7763,0.122293043,Males and females,Lipid,2-hydroxystearate,log10 units,2014
public,Shin,Metabolites,NA,398,M18283.metal.pos.txt.gz.tab,M18283.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545107,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6357,0.299829441,Males and females,Unknown metabolite,X-05426,log10 units,2014
public,Shin,Metabolites,NA,399,M18349.metal.pos.txt.gz.tab,M18349.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2546166,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7378,0.149332525,Males and females,Amino acid,Indolelactate,log10 units,2014
public,Fritsche LG,Disease,AMDGene,4,AMDGene2013_GeographicAtropy_v_Controls.txt.gz.tab.all_pos.all_neg,AMDGene2013_GeographicAtropy_v_Controls.txt.gz.tab.all_pos.all_neg.sumstats.gz,0,2016,51844,Only P-values available,2426859,/projects/MRC-IEU/publicdata/GWAS_summary_data/AMDGC,23455636,Mixed,2,53860,NA,Males and females,Eye,Geographic atrophy age related macular degeneration,log odds,2013
public,Shin,Metabolites,NA,400,M18357.metal.pos.txt.gz.tab,M18357.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545247,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,2108,0.270466583,Males and females,Peptide,Glycylvaline,log10 units,2014
public,Shin,Metabolites,NA,401,M18369.metal.pos.txt.gz.tab,M18369.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545647,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7802,0.116837942,Males and females,Peptide,Gamma-glutamylleucine,log10 units,2014
public,Shin,Metabolites,NA,402,M18467.metal.pos.txt.gz.tab,M18467.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545634,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7816,0.190245953,Males and females,Fatty acid,Eicosapentaenoate (EPA; 20:5n3),log10 units,2014
public,Shin,Metabolites,NA,403,M18474.metal.pos.txt.gz.tab,M18474.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2542633,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,957,0.24935854,Males and females,Lipid,Estrone 3-sulfate,log10 units,2014
public,Shin,Metabolites,NA,404,M18476.metal.pos.txt.gz.tab,M18476.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545954,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5995,0.28899723,Males and females,Lipid,Glycocholate,log10 units,2014
public,Shin,Metabolites,NA,405,M18477.metal.pos.txt.gz.tab,M18477.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544647,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,1477,0.353742125,Males and females,Lipid,Glycodeoxycholate,log10 units,2014
public,Shin,Metabolites,NA,406,M18494.metal.pos.txt.gz.tab,M18494.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2546774,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5716,0.298460091,Males and females,Lipid,Taurochenodeoxycholate,log10 units,2014
public,Shin,Metabolites,NA,407,M18497.metal.pos.txt.gz.tab,M18497.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545866,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,4032,0.345603145,Males and females,Lipid,Taurocholate,log10 units,2014
public,Shin,Metabolites,NA,408,M18929.metal.pos.txt.gz.tab,M18929.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545753,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7734,0.129963254,Males and females,Unknown metabolite,X-05907,log10 units,2014
public,Shin,Metabolites,NA,409,M19323.metal.pos.txt.gz.tab,M19323.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545635,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7818,0.187339594,Males and females,Fatty acid,Docosahexaenoate (DHA; 22:6n3),log10 units,2014
public,Shin,Metabolites,NA,410,M19324.metal.pos.txt.gz.tab,M19324.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545589,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7694,0.185323859,Males and females,Lipid,1-stearoylglycerophosphoinositol,log10 units,2014
public,Shin,Metabolites,NA,411,M19362.metal.pos.txt.gz.tab,M19362.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545759,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7623,0.119005452,Males and females,Unknown metabolite,X-06226,log10 units,2014
public,Shin,Metabolites,NA,412,M19364.metal.pos.txt.gz.tab,M19364.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545551,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7358,0.148151426,Males and females,Unknown metabolite,X-06246,log10 units,2014
public,Shin,Metabolites,NA,413,M19368.metal.pos.txt.gz.tab,M19368.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545696,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7075,0.158414556,Males and females,Unknown metabolite,X-06267,log10 units,2014
public,Shin,Metabolites,NA,414,M19396.metal.pos.txt.gz.tab,M19396.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545549,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6774,0.17832859,Males and females,Unknown metabolite,X-06307,log10 units,2014
public,Shin,Metabolites,NA,415,M19414.metal.pos.txt.gz.tab,M19414.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545553,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5161,0.144889087,Males and females,Unknown metabolite,X-06350,log10 units,2014
public,Shin,Metabolites,NA,416,M19415.metal.pos.txt.gz.tab,M19415.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544606,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,4791,0.160188509,Males and females,Unknown metabolite,X-06351,log10 units,2014
public,Shin,Metabolites,NA,417,M19934.metal.pos.txt.gz.tab,M19934.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545559,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7803,0.112847672,Males and females,Lipid,Myo-inositol,log10 units,2014
public,Shin,Metabolites,NA,418,M20489.metal.pos.txt.gz.tab,M20489.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545599,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7773,0.090810406,Males and females,Carbohydrate,Glucose,log10 units,2014
public,Shin,Metabolites,NA,419,M20675.metal.pos.txt.gz.tab,M20675.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545780,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7746,0.152704464,Males and females,Carbohydrate,"1,5-anhydroglucitol (1,5-AG)",log10 units,2014
public,Shin,Metabolites,NA,420,M21044.metal.pos.txt.gz.tab,M21044.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545615,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7815,0.168363902,Males and females,Amino acid,2-hydroxybutyrate (AHB),log10 units,2014
public,Shin,Metabolites,NA,421,M21047.metal.pos.txt.gz.tab,M21047.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545692,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7648,0.114790708,Males and females,Amino acid,3-methyl-2-oxobutyrate,log10 units,2014
public,Shin,Metabolites,NA,422,M21049.metal.pos.txt.gz.tab,M21049.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2541750,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,3663,0.28850041,Males and females,Carbohydrate,"1,6-anhydroglucose",log10 units,2014
public,Shin,Metabolites,NA,423,M21127.metal.pos.txt.gz.tab,M21127.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544839,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7429,0.16550374,Males and females,Lipid,1-palmitoylglycerol (1-monopalmitin),log10 units,2014
public,Shin,Metabolites,NA,424,M21184.metal.pos.txt.gz.tab,M21184.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545533,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5717,0.258196141,Males and females,Lipid,1-oleoylglycerol (1-monoolein),log10 units,2014
public,Shin,Metabolites,NA,425,M21188.metal.pos.txt.gz.tab,M21188.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544531,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6965,0.152137728,Males and females,Lipid,1-stearoylglycerol (1-monostearin),log10 units,2014
public,Shin,Metabolites,NA,426,M21630.metal.pos.txt.gz.tab,M21630.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545599,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7726,0.149581468,Males and females,Unknown metabolite,X-08402,log10 units,2014
public,Shin,Metabolites,NA,427,M22030.metal.pos.txt.gz.tab,M22030.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545252,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6539,0.140564265,Males and females,Amino acid,2-hydroxyisobutyrate,log10 units,2014
public,Shin,Metabolites,NA,428,M22032.metal.pos.txt.gz.tab,M22032.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544547,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6050,0.160779071,Males and females,Unknown metabolite,X-08766,log10 units,2014
public,Shin,Metabolites,NA,429,M22116.metal.pos.txt.gz.tab,M22116.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545690,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7776,0.125626226,Males and females,Amino acid,4-methyl-2-oxopentanoate,log10 units,2014
public,Shin,Metabolites,NA,430,M22130.metal.pos.txt.gz.tab,M22130.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544881,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6064,0.130057981,Males and females,Amino acid,Phenyllactate (PLA),log10 units,2014
public,Shin,Metabolites,NA,431,M22138.metal.pos.txt.gz.tab,M22138.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545416,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,4135,0.171706192,Males and females,Amino acid,Homocitrulline,log10 units,2014
public,Shin,Metabolites,NA,432,M22175.metal.pos.txt.gz.tab,M22175.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545786,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,3948,0.2257258,Males and females,Peptide,Aspartylphenylalanine,log10 units,2014
public,Shin,Metabolites,NA,433,M22177.metal.pos.txt.gz.tab,M22177.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544323,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6982,0.122633875,Males and females,Amino acid,Levulinate (4-oxovalerate),log10 units,2014
public,Shin,Metabolites,NA,434,M22189.metal.pos.txt.gz.tab,M22189.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545659,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7701,0.175753168,Males and females,Lipid,Palmitoylcarnitine,log10 units,2014
public,Shin,Metabolites,NA,435,M22481.metal.pos.txt.gz.tab,M22481.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545530,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7776,0.133810097,Males and females,Unknown metabolite,X-08988,log10 units,2014
public,Shin,Metabolites,NA,436,M22548.metal.pos.txt.gz.tab,M22548.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545849,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7627,0.137075612,Males and females,Unknown metabolite,X-09026,log10 units,2014
public,Shin,Metabolites,NA,437,M22649.metal.pos.txt.gz.tab,M22649.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545794,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6910,0.125209285,Males and females,Unknown metabolite,X-09108,log10 units,2014
public,Shin,Metabolites,NA,438,M22842.metal.pos.txt.gz.tab,M22842.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545328,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5929,0.498160587,Males and females,Lipid,Cholate,log10 units,2014
public,Shin,Metabolites,NA,439,M24074.metal.pos.txt.gz.tab,M24074.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545584,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7697,0.148712301,Males and females,Unknown metabolite,X-09706,log10 units,2014
public,Moffatt MF,Disease,GABRIEL,44,gabriel_results.txt.tab,gabriel_results.txt.tab.sumstats.gz,1,10365,16110,NA,546183,/projects/MRC-IEU/publicdata/GWAS_summary_data/Gabriel,20860503,European,1,26475,NA,Males and females,Autoimmune / inflammatory,Asthma,log odds,2007
public,Shin,Metabolites,NA,440,M25459.metal.pos.txt.gz.tab,M25459.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545550,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7784,0.118316799,Males and females,Unknown metabolite,X-10395,log10 units,2014
public,Shin,Metabolites,NA,441,M25599.metal.pos.txt.gz.tab,M25599.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544630,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6807,0.144402078,Males and females,Unknown metabolite,X-10429,log10 units,2014
public,Shin,Metabolites,NA,442,M27256.metal.pos.txt.gz.tab,M27256.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545598,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7751,0.097452378,Males and females,Unknown metabolite,X-10500,log10 units,2014
public,Shin,Metabolites,NA,443,M27273.metal.pos.txt.gz.tab,M27273.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545397,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7710,0.126873147,Males and females,Unknown metabolite,X-10506,log10 units,2014
public,Shin,Metabolites,NA,444,M27278.metal.pos.txt.gz.tab,M27278.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545516,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7792,0.143171848,Males and females,Unknown metabolite,X-10510,log10 units,2014
public,Shin,Metabolites,NA,445,M27447.metal.pos.txt.gz.tab,M27447.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545660,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,2797,0.229871054,Males and females,Lipid,1-linoleoylglycerol (1-monolinolein),log10 units,2014
public,Shin,Metabolites,NA,446,M27513.metal.pos.txt.gz.tab,M27513.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545787,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7618,0.172464243,Males and females,Amino acid,Indoleacetate,log10 units,2014
public,Shin,Metabolites,NA,447,M27531.metal.pos.txt.gz.tab,M27531.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544532,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6025,0.343203052,Males and females,Lipid,Hyodeoxycholate,log10 units,2014
public,Shin,Metabolites,NA,448,M27672.metal.pos.txt.gz.tab,M27672.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545634,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7787,0.202486653,Males and females,Amino acid,3-indoxyl sulfate,log10 units,2014
public,Shin,Metabolites,NA,449,M27710.metal.pos.txt.gz.tab,M27710.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545572,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7135,0.247302759,Males and females,Amino acid,N-acetylglycine,log10 units,2014
public,Boraska V,Disease,GCAN,45,gcan_meta.out.gz.tab,gcan_meta.out.gz.tab.sumstats.gz,1,2907,14860,Effect allele frequecies are missing,1149254,/projects/MRC-IEU/publicdata/GWAS_summary_data/gcan,24514567,European,1,17767,NA,Males and females,Psychiatric / neurological,Anorexia nervosa,log odds,2014
public,Shin,Metabolites,NA,450,M27716.metal.pos.txt.gz.tab,M27716.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545527,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6812,0.317417635,Males and females,Cofactors and vitamins,"Bilirubin (Z,Z)",log10 units,2014
public,Shin,Metabolites,NA,451,M27718.metal.pos.txt.gz.tab,M27718.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545661,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7822,0.188933933,Males and females,Amino acid,Creatine,log10 units,2014
public,Shin,Metabolites,NA,452,M27722.metal.pos.txt.gz.tab,M27722.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545059,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7263,0.195896484,Males and females,Carbohydrate,Erythrose,log10 units,2014
public,Shin,Metabolites,NA,453,M27738.metal.pos.txt.gz.tab,M27738.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545583,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7782,0.191767665,Males and females,Cofactors and vitamins,Threonate,log10 units,2014
public,Shin,Metabolites,NA,454,M30805.metal.pos.txt.gz.tab,M30805.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545052,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7232,0.140568238,Males and females,Unknown metabolite,X-10810,log10 units,2014
public,Shin,Metabolites,NA,455,M31453.metal.pos.txt.gz.tab,M31453.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545727,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7692,0.1325454,Males and females,Amino acid,Cysteine,log10 units,2014
public,Shin,Metabolites,NA,456,M31522.metal.pos.txt.gz.tab,M31522.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545128,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,1586,0.22114729,Males and females,Peptide,Pyroglutamylglycine,log10 units,2014
public,Shin,Metabolites,NA,457,M31536.metal.pos.txt.gz.tab,M31536.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2542858,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,604,0.208474773,Males and females,Xenobiotics,N-(2-furoyl)glycine,log10 units,2014
public,Shin,Metabolites,NA,458,M31548.metal.pos.txt.gz.tab,M31548.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545674,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5371,0.380524689,Males and females,Peptide,DSGEGDFXAEGGGVR*,log10 units,2014
public,Shin,Metabolites,NA,459,M31555.metal.pos.txt.gz.tab,M31555.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545397,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7703,0.217303307,Males and females,Cofactors and vitamins,Pyridoxate,log10 units,2014
public,Estrada K,Risk factor,GEFOS,46,GEFOS2_FNBMD_POOLED_GC.txt.gz.tab,GEFOS2_FNBMD_POOLED_GC.txt.gz.tab.sumstats.gz,0,NA,NA,Standard errors are missing,2478339,/projects/MRC-IEU/publicdata/GWAS_summary_data/GEFOS,22504420,Mixed,1,32961,0.35,Males and females,Bone,Femoral neck bone mineral density,SD (g/cm2),2012
public,Shin,Metabolites,NA,460,M31591.metal.pos.txt.gz.tab,M31591.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545586,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7785,0.370954785,Males and females,Lipid,Androsterone sulfate,log10 units,2014
